text,alias,ipa,category,telnyx_naturalhd_verdict
hypoxia,hy-POK-see-ah,haɪˈpɑːksiə,clinical,WASH
hypercapnia,hy-per-KAP-nee-ah,ˌhaɪpərˈkæpniə,clinical,WASH
respiratory failure,RES-pih-rah-tor-ee FAYL-yer,ˈrɛspərəˌtɔːri ˈfeɪljər,clinical,HURTS
apnea,AP-nee-ah,æpˈniːə,clinical,WASH
dyspnea,DISP-nee-ah,ˈdɪspniə,clinical,WASH
hemoptysis,hee-MOP-tih-sis,hɪˈmɑːptəsɪs,clinical,HURTS
stridor,STRY-dor,ˈstraɪdɔːr,clinical,HELPS
wheezing,WEE-zing,ˈwiːzɪŋ,clinical,WASH
coryza,koh-RY-zah,kəˈraɪzə,clinical,HELPS
gastroesophageal reflux,GAS-troh-ee-sof-ah-JEE-al REE-fluks,ˌɡæstroʊɪˌsɑːfəˈdʒiəl ˈriːflʌks,clinical,WASH
esophagitis,ee-sof-ah-JY-tis,ɪˌsɑːfəˈdʒaɪtɪs,clinical,HELPS
gastritis,gas-TRY-tis,ɡæˈstraɪtɪs,clinical,HURTS
peptic ulcer,PEP-tik UL-ser,ˈpɛptɪk ˈʌlsɚ,clinical,HURTS
gastroenteritis,gas-tro-en-ter-EYE-tis,ˌɡæstroʊˌɛntɚˈaɪtɪs,clinical,WASH
colitis,ko-LYE-tis,kəˈlaɪtɪs,clinical,WASH
ulcerative colitis,UL-ser-a-tiv ko-LYE-tis,ˈʌlsɚətɪv kəˈlaɪtɪs,clinical,HURTS
Crohn's disease,KROHNZ dih-ZEEZ,kroʊnz dɪˈziz,clinical,HURTS
diverticulitis,dye-ver-tik-yoo-LYE-tis,ˌdaɪvɚˌtɪkjəˈlaɪtɪs,clinical,WASH
appendicitis,a-pen-dih-SYE-tis,əˌpɛndɪˈsaɪtɪs,clinical,HURTS
cholecystitis,ko-luh-sis-TYE-tis,ˌkoʊləsɪˈstaɪtɪs,clinical,WASH
pancreatitis,pan-kree-a-TYE-tis,ˌpæŋkriəˈtaɪtɪs,clinical,WASH
hepatitis,hep-a-TYE-tis,ˌhɛpəˈtaɪtɪs,clinical,WASH
cirrhosis,sir-OH-sis,sɪˈroʊsɪs,clinical,WASH
cholestasis,ko-luh-STAY-sis,ˌkoʊləˈsteɪsɪs,clinical,WASH
steatosis,stee-a-TOH-sis,ˌstiəˈtoʊsɪs,clinical,WASH
steatohepatitis,stee-a-toh-hep-a-TYE-tis,ˌstiətoʊˌhɛpəˈtaɪtɪs,clinical,WASH
peritonitis,pair-ih-toh-NYE-tis,ˌpɛrɪtəˈnaɪtɪs,clinical,WASH
ileus,IL-ee-us,ˈɪliəs,clinical,HURTS
intussusception,in-tuh-suh-SEP-shun,ˌɪntəsəˈsɛpʃən,clinical,HURTS
volvulus,VOL-vyoo-lus,ˈvɑlvjələs,clinical,WASH
hematemesis,hee-ma-TEM-eh-sis,ˌhɛməˈtɛməsɪs,clinical,HELPS
melena,muh-LEE-na,məˈlinə,clinical,HURTS
hematochezia,hee-ma-toh-KEE-zee-a,ˌhɛmətoʊˈkiʒə,clinical,HURTS
choledocholithiasis,ko-led-oh-ko-lih-THIGH-a-sis,kəˌlɛdəkoʊˌlɪθaɪəsɪs,clinical,HURTS
cholelithiasis,ko-luh-lih-THIGH-a-sis,ˌkoʊləlɪˈθaɪəsɪs,clinical,HURTS
nephrolithiasis,nef-ro-lih-THIGH-a-sis,ˌnɛfroʊlɪˈθaɪəsɪs,clinical,WASH
sialadenitis,sigh-al-a-deh-NYE-tis,ˌsaɪəlædəˈnaɪtɪs,clinical,HELPS
nephritis,neh-FRY-tis,nəˈfraɪtɪs,clinical,HURTS
nephrosis,neh-FROH-sis,nəˈfroʊsɪs,clinical,HURTS
glomerulonephritis,gloh-mer-yoo-loh-neh-FRY-tis,ɡloʊˌmɛrjəloʊnəˈfraɪtɪs,clinical,HURTS
pyelonephritis,pye-eh-loh-neh-FRY-tis,ˌpaɪəloʊnəˈfraɪtɪs,clinical,WASH
cystitis,sis-TYE-tis,sɪˈstaɪtɪs,clinical,HURTS
urethritis,yoo-reh-THRY-tis,ˌjʊrɪˈθraɪtɪs,clinical,HURTS
ureterolithiasis,yoo-REH-ter-oh-lih-THY-ah-sis,jʊˌrɛtərəlɪˈθaɪəsɪs,clinical,HURTS
hydronephrosis,HY-droh-neh-FROH-sis,ˌhaɪdrənɛˈfroʊsɪs,clinical,WASH
oliguria,oh-lih-GYOO-ree-ah,ˌɑlɪˈɡjʊriə,clinical,HURTS
anuria,an-YOO-ree-ah,əˈnjʊriə,clinical,HURTS
hematuria,HEE-mah-TOO-ree-ah,ˌhɛməˈtʊriə,clinical,HURTS
proteinuria,PROH-tee-NYOO-ree-ah,ˌproʊtiˈnʊriə,clinical,HURTS
dysuria,dis-YOO-ree-ah,dɪsˈjʊriə,clinical,HURTS
incontinence,in-KON-tih-nens,ɪnˈkɑntɪnəns,clinical,HURTS
retention,ree-TEN-shun,rɪˈtɛnʃən,clinical,WASH
azoospermia,AY-zoh-oh-SPER-mee-ah,eɪˌzoʊəˈspɜrmiə,clinical,HURTS
oligospermia,OH-lih-goh-SPER-mee-ah,ˌɑlɪɡoʊˈspɜrmiə,clinical,HURTS
encephalopathy,en-SEH-fah-LOP-ah-thee,ɛnˌsɛfəˈlɑpəθi,clinical,HURTS
encephalitis,en-SEH-fah-LY-tis,ɛnˌsɛfəˈlaɪtɪs,clinical,WASH
meningitis,MEH-nin-JY-tis,ˌmɛnɪnˈdʒaɪtɪs,clinical,WASH
myelitis,MY-eh-LY-tis,ˌmaɪəˈlaɪtɪs,clinical,HURTS
neuropathy,nyoo-ROP-ah-thee,nʊˈrɑpəθi,clinical,HURTS
radiculopathy,rah-DIK-yoo-LOP-ah-thee,rəˌdɪkjəˈlɑpəθi,clinical,HURTS
myelopathy,MY-eh-LOP-ah-thee,ˌmaɪəˈlɑpəθi,clinical,HURTS
ataxia,ah-TAK-see-ah,əˈtæksiə,clinical,WASH
dysarthria,dis-AR-three-ah,dɪsˈɑrθriə,clinical,HURTS
aphasia,ah-FAY-zhah,əˈfeɪʒə,clinical,HURTS
apraxia,ah-PRAK-see-ah,əˈpræksiə,clinical,HURTS
agnosia,ag-NOH-zhah,æɡˈnoʊʒə,clinical,HELPS
anomia,ah-NOH-mee-ah,əˈnoʊmiə,clinical,HURTS
dysphagia,dis-FAY-jah,dɪsˈfeɪdʒə,clinical,WASH
dysphonia,dis-FOH-nee-ah,dɪsˈfoʊniə,clinical,WASH
dyskinesia,dis-kih-NEE-zhah,ˌdɪskɪˈniʒə,clinical,HURTS
myoclonus,my-OK-loh-nus,maɪˈɑklənəs,clinical,WASH
chorea,koh-REE-ah,kəˈriə,clinical,WASH
athetosis,ATH-eh-TOE-sis,ˌæθəˈtoʊsɪs,clinical,WASH
dystonia,dis-TOE-nee-ah,dɪsˈtoʊniə,clinical,HURTS
tremor,TREM-or,ˈtrɛmər,clinical,WASH
fasciculation,fa-SIK-yoo-LAY-shun,fəˌsɪkjəˈleɪʃən,clinical,WASH
clonus,KLOH-nus,ˈkloʊnəs,clinical,WASH
nystagmus,nis-TAG-mus,nɪˈstæɡməs,clinical,HURTS
ptosis,TOE-sis,ˈtoʊsɪs,clinical,WASH
miosis,my-OH-sis,maɪˈoʊsɪs,clinical,WASH
mydriasis,mi-DRY-ah-sis,mɪˈdraɪəsɪs,clinical,WASH
anisocoria,an-EYE-so-KOR-ee-ah,ænˌaɪsəˈkɔriə,clinical,HURTS
hyperreflexia,HY-per-re-FLEK-see-ah,ˌhaɪpərrɪˈflɛksiə,clinical,WASH
hyporeflexia,HY-po-re-FLEK-see-ah,ˌhaɪpɔrɪˈflɛksiə,clinical,HURTS
Babinski,ba-BIN-skee,bəˈbɪnski,clinical,WASH
paresthesia,par-es-THEE-zhah,ˌpærəsˈθiʒə,clinical,HURTS
anesthesia,an-es-THEE-zhah,ˌænəsˈθiʒə,clinical,HURTS
hyperesthesia,HY-per-es-THEE-zhah,ˌhaɪpərəsˈθiʒə,clinical,HURTS
dysesthesia,dis-es-THEE-zhah,ˌdɪsəsˈθiʒə,clinical,HURTS
neuralgia,nyoo-RAL-jah,nʊˈrældʒə,clinical,WASH
neuritis,nyoo-RY-tis,nʊˈraɪtɪs,clinical,HURTS
sciatica,sy-AT-ik-ah,saɪˈætɪkə,clinical,WASH
trigeminal,try-JEM-in-al,traɪˈdʒɛmɪnəl,clinical,HURTS
prosopagnosia,PROS-oh-pag-NOH-zhah,ˌprɑsəpæɡˈnoʊʒə,clinical,HURTS
hyperthyroidism,HY-per-THY-roy-dizm,ˌhaɪpərˈθaɪrɔɪdɪzəm,clinical,HURTS
hypothyroidism,HY-po-THY-roy-dizm,ˌhaɪpəˈθaɪrɔɪdɪzəm,clinical,WASH
thyrotoxicosis,THY-ro-TOK-sih-KOH-sis,ˌθaɪroʊˌtɑksɪˈkoʊsɪs,clinical,HURTS
myxedema,mik-seh-DEE-mah,ˌmɪksəˈdiːmə,clinical,WASH
hyperparathyroidism,HY-per-PAR-ah-THY-roy-dizm,ˌhaɪpərˌpærəˈθaɪrɔɪdɪzəm,clinical,WASH
hypoparathyroidism,HY-po-PAR-ah-THY-roy-dizm,ˌhaɪpəˌpærəˈθaɪrɔɪdɪzəm,clinical,HURTS
hypercalcemia,HY-per-kal-SEE-mee-ah,ˌhaɪpərkælˈsiːmiə,clinical,HURTS
hypocalcemia,HY-po-kal-SEE-mee-ah,ˌhaɪpəkælˈsiːmiə,clinical,WASH
hyperkalemia,hy-per-kah-LEE-mee-ah,ˌhaɪpərkəˈliːmiə,clinical,WASH
hypokalemia,hy-poh-kah-LEE-mee-ah,ˌhaɪpoʊkəˈliːmiə,clinical,HURTS
hypernatremia,hy-per-nah-TREE-mee-ah,ˌhaɪpərnəˈtriːmiə,clinical,HURTS
hyponatremia,hy-poh-nah-TREE-mee-ah,ˌhaɪpoʊnəˈtriːmiə,clinical,HELPS
hypomagnesemia,hy-poh-mag-neh-SEE-mee-ah,ˌhaɪpoʊmæɡnəˈsiːmiə,clinical,HURTS
hypermagnesemia,hy-per-mag-neh-SEE-mee-ah,ˌhaɪpərmæɡnəˈsiːmiə,clinical,HURTS
hypophosphatemia,hy-poh-fos-fah-TEE-mee-ah,ˌhaɪpoʊfɑːsfəˈtiːmiə,clinical,HURTS
hyperphosphatemia,hy-per-fos-fah-TEE-mee-ah,ˌhaɪpərfɑːsfəˈtiːmiə,clinical,HURTS
acidosis,ah-sih-DOH-sis,ˌæsɪˈdoʊsɪs,clinical,HURTS
alkalosis,al-kah-LOH-sis,ˌælkəˈloʊsɪs,clinical,WASH
ketoacidosis,kee-toh-ah-sih-DOH-sis,ˌkiːtoʊˌæsɪˈdoʊsɪs,clinical,WASH
hypoglycemia,hy-poh-gly-SEE-mee-ah,ˌhaɪpoʊɡlaɪˈsiːmiə,clinical,HURTS
hyperglycemia,hy-per-gly-SEE-mee-ah,ˌhaɪpərɡlaɪˈsiːmiə,clinical,HURTS
insulinoma,in-suh-lih-NOH-mah,ˌɪnsəlɪˈnoʊmə,clinical,WASH
pheochromocytoma,fee-oh-kroh-moh-sy-TOH-mah,ˌfiːoʊˌkroʊmoʊsaɪˈtoʊmə,clinical,WASH
anemia,ah-NEE-mee-ah,əˈniːmiə,clinical,HURTS
polycythemia,pol-ee-sy-THEE-mee-ah,ˌpɑːlɪsaɪˈθiːmiə,clinical,HURTS
thrombocytopenia,throm-boh-sy-toh-PEE-nee-ah,ˌθrɑːmboʊˌsaɪtəˈpiːniə,clinical,WASH
thrombocytosis,throm-boh-sy-TOH-sis,ˌθrɑːmboʊsaɪˈtoʊsɪs,clinical,WASH
leukopenia,loo-koh-PEE-nee-ah,ˌluːkəˈpiːniə,clinical,HELPS
leukocytosis,loo-koh-sy-TOH-sis,ˌluːkəsaɪˈtoʊsɪs,clinical,HURTS
neutropenia,noo-troh-PEE-nee-ah,ˌnuːtrəˈpiːniə,clinical,HURTS
neutrophilia,noo-troh-FIL-ee-ah,ˌnuːtrəˈfɪliə,clinical,WASH
lymphopenia,lim-foh-PEE-nee-ah,ˌlɪmfəˈpiːniə,clinical,HURTS
lymphocytosis,lim-foh-sy-TOH-sis,ˌlɪmfəsaɪˈtoʊsɪs,clinical,WASH
monocytosis,mon-oh-sy-TOH-sis,ˌmɑːnəsaɪˈtoʊsɪs,clinical,WASH
eosinophilia,ee-oh-sin-oh-FIL-ee-ah,ˌiːəˌsɪnəˈfɪliə,clinical,HURTS
basophilia,bay-soh-FIL-ee-ah,ˌbeɪsəˈfɪliə,clinical,WASH
pancytopenia,pan-sy-toh-PEE-nee-ah,ˌpænsaɪtəˈpiːniə,clinical,WASH
hemophilia,hee-moh-FIL-ee-ah,ˌhiːməˈfɪliə,clinical,HURTS
thrombophilia,throm-bo-FIL-ee-ah,ˌθrɒmboʊˈfɪliə,clinical,HELPS
purpura,PUR-pur-ah,ˈpɜːrpjʊrə,clinical,HURTS
petechiae,pe-TEE-kee-eye,pɪˈtɛkiaɪ,clinical,WASH
ecchymosis,ek-ih-MOH-sis,ˌɛkɪˈmoʊsɪs,clinical,HURTS
hematoma,hee-mah-TOH-mah,ˌhɛməˈtoʊmə,clinical,HURTS
hemolysis,hee-MOL-ih-sis,hɪˈmɒlɪsɪs,clinical,WASH
cellulitis,sel-yoo-LY-tis,ˌsɛljuˈlaɪtɪs,clinical,HURTS
abscess,AB-ses,ˈæbsɛs,clinical,WASH
furuncle,FYOOR-ung-kul,ˈfjʊrʌŋkəl,clinical,HELPS
carbuncle,KAR-bung-kul,ˈkɑːrbʌŋkəl,clinical,HELPS
impetigo,im-peh-TY-goh,ˌɪmpɪˈtaɪɡoʊ,clinical,HURTS
erysipelas,er-ih-SIP-eh-las,ˌɛrɪˈsɪpələs,clinical,HURTS
necrotizing fasciitis,NEK-roh-ty-zing fash-ee-EYE-tis,ˈnɛkrətaɪzɪŋ fəˈʃaɪtɪs,clinical,WASH
osteomyelitis,os-tee-oh-my-eh-LY-tis,ˌɒstioʊˌmaɪəˈlaɪtɪs,clinical,HURTS
septic arthritis,SEP-tik ar-THRY-tis,ˈsɛptɪk ɑːrˈθraɪtɪs,clinical,WASH
sepsis,SEP-sis,ˈsɛpsɪs,clinical,WASH
septicemia,sep-tih-SEE-mee-ah,ˌsɛptɪˈsiːmiə,clinical,HURTS
bacteremia,bak-ter-EE-mee-ah,ˌbæktəˈriːmiə,clinical,WASH
viremia,vy-REE-mee-ah,vaɪˈriːmiə,clinical,HURTS
fungemia,fun-JEE-mee-ah,fʌnˈdʒiːmiə,clinical,HURTS
parasitemia,par-ah-sih-TEE-mee-ah,ˌpærəsaɪˈtiːmiə,clinical,HURTS
endotoxemia,en-doh-tok-SEE-mee-ah,ˌɛndoʊtɒkˈsiːmiə,clinical,WASH
erythema,er-ih-THEE-mah,ˌɛrɪˈθiːmə,clinical,HURTS
urticaria,ur-tih-KAR-ee-ah,ˌɜːrtɪˈkɛriə,clinical,HURTS
pruritus,proo-RY-tus,prʊˈraɪtəs,clinical,HELPS
eczema,EK-zeh-mah,ˈɛksɪmə,clinical,WASH
psoriasis,soh-RY-ah-sis,səˈraɪəsɪs,clinical,HURTS
lichenification,ly-ken-ih-fih-KAY-shun,lɪˌkɛnɪfɪˈkeɪʃən,clinical,HURTS
excoriation,eks-kor-ee-AY-shun,ɪkˌskɔːriˈeɪʃən,clinical,HURTS
vesicle,VES-ih-kul,ˈvɛsɪkəl,clinical,WASH
bulla,BULL-ah,ˈbʊlə,clinical,HELPS
pustule,PUS-chool,ˈpʌstʃul,clinical,WASH
macule,MAK-yool,ˈmækjuːl,clinical,WASH
papule,PAP-yool,ˈpæpjuːl,clinical,HELPS
nodule,NOD-yool,ˈnɑːdjuːl,clinical,WASH
plaque,PLAK,plˈæk,clinical,WASH
scale,SKAYL,skˈeɪl,clinical,WASH
crust,KRUST,krˈʌst,clinical,WASH
erosion,ee-ROH-zhun,ɪˈroʊʒən,clinical,WASH
ulcer,UL-ser,ˈʌlsər,clinical,WASH
fissure,FISH-ur,ˈfɪʃər,clinical,HELPS
atrophy,AT-roh-fee,ˈætrəfi,clinical,WASH
sclerosis,skleh-ROH-sis,skləˈroʊsɪs,clinical,HURTS
appendectomy,ap-en-DEK-toh-mee,ˌæpənˈdɛktəmi,clinical,WASH
cholecystectomy,koh-leh-sis-TEK-toh-mee,ˌkoʊləsɪˈstɛktəmi,clinical,HURTS
herniorrhaphy,her-nee-OR-ah-fee,ˌhɜːrniˈɔːrəfi,clinical,HURTS
colostomy,koh-LOS-toh-mee,kəˈlɑːstəmi,clinical,HURTS
ileostomy,il-ee-OS-toh-mee,ˌɪliˈɑːstəmi,clinical,HURTS
nephrectomy,neh-FREK-toh-mee,nəˈfrɛktəmi,clinical,WASH
hysterectomy,his-teh-REK-toh-mee,ˌhɪstəˈrɛktəmi,clinical,HURTS
mastectomy,mas-TEK-toh-mee,mæˈstɛktəmi,clinical,HELPS
thyroidectomy,thy-roy-DEK-toh-mee,ˌθaɪrɔɪˈdɛktəmi,clinical,WASH
parathyroidectomy,par-ah-thy-roy-DEK-toh-mee,ˌpærəˌθaɪrɔɪˈdɛktəmi,clinical,HURTS
adrenalectomy,ad-reh-nal-EK-toh-mee,əˌdriːnəˈlɛktəmi,clinical,WASH
splenectomy,spleh-NEK-toh-mee,spliˈnɛktəmi,clinical,WASH
pancreatectomy,pan-kree-ah-TEK-toh-mee,ˌpæŋkriəˈtɛktəmi,clinical,WASH
esophagectomy,eh-sof-ah-JEK-toh-mee,iːˌsɑːfəˈdʒɛktəmi,clinical,HURTS
gastrectomy,gas-TREK-toh-mee,ɡæˈstrɛktəmi,clinical,HELPS
colectomy,koh-LEK-toh-mee,kəˈlɛktəmi,clinical,WASH
proctectomy,prok-TEK-toh-mee,prɑːkˈtɛktəmi,clinical,WASH
cystectomy,sis-TEK-toh-mee,sɪˈstɛktəmi,clinical,WASH
nephrostomy,neh-FROS-toh-mee,nəˈfrɑstəmi,clinical,HURTS
ureterostomy,yoo-REE-ter-OS-toh-mee,jʊˌriːtəˈrɑstəmi,clinical,HURTS
tracheostomy,TRAY-kee-OS-toh-mee,ˌtreɪkiˈɑstəmi,clinical,WASH
cricothyroidotomy,KRY-koh-thy-ROY-DOT-oh-mee,ˌkraɪkoʊˌθaɪrɔɪˈdɑtəmi,clinical,HURTS
thoracotomy,thor-ah-KOT-oh-mee,ˌθɔːrəˈkɑtəmi,clinical,HURTS
sternotomy,ster-NOT-oh-mee,stɜːrˈnɑtəmi,clinical,HURTS
laparotomy,lap-ah-ROT-oh-mee,ˌlæpəˈrɑtəmi,clinical,HURTS
celiotomy,see-lee-OT-oh-mee,ˌsiːliˈɑtəmi,clinical,HURTS
arthroscopy,ar-THROS-koh-pee,ɑːrˈθrɑskəpi,clinical,WASH
bronchoscopy,brong-KOS-koh-pee,brɑŋˈkɑskəpi,clinical,WASH
colonoscopy,KOH-lon-OS-koh-pee,ˌkoʊləˈnɑskəpi,clinical,HURTS
endoscopy,en-DOS-koh-pee,ɛnˈdɑskəpi,clinical,HELPS
gastroscopy,gas-TROS-koh-pee,ɡæˈstrɑskəpi,clinical,WASH
sigmoidoscopy,sig-moy-DOS-koh-pee,ˌsɪɡmɔɪˈdɑskəpi,clinical,WASH
cystoscopy,sis-TOS-koh-pee,sɪˈstɑskəpi,clinical,HURTS
colposcopy,kol-POS-koh-pee,kɑlˈpɑskəpi,clinical,HURTS
hysteroscopy,his-ter-OS-koh-pee,ˌhɪstəˈrɑskəpi,clinical,HURTS
laparoscopy,lap-ah-ROS-koh-pee,ˌlæpəˈrɑskəpi,clinical,HURTS
thoracoscopy,thor-ah-KOS-koh-pee,ˌθɔːrəˈkɑskəpi,clinical,HURTS
mediastinoscopy,MEE-dee-ah-stih-NOS-koh-pee,ˌmiːdiˌæstəˈnɑskəpi,clinical,HURTS
arthroplasty,AR-throh-plas-tee,ˈɑːrθroʊˌplæsti,clinical,WASH
osteotomy,os-tee-OT-oh-mee,ˌɑːstiˈɑtəmi,clinical,WASH
craniotomy,KRAY-nee-OT-oh-mee,ˌkreɪniˈɑtəmi,clinical,HURTS
laminectomy,lam-ih-NEK-toh-mee,ˌlæməˈnɛktəmi,clinical,HURTS
discectomy,dis-EK-toh-mee,dɪˈskɛktəmi,clinical,HURTS
rhizotomy,ry-ZOT-oh-mee,raɪˈzɑtəmi,clinical,WASH
neurectomy,nyoo-REK-toh-mee,nʊˈrɛktəmi,clinical,WASH
sympathectomy,sim-pah-THEK-toh-mee,ˌsɪmpəˈθɛktəmi,clinical,WASH
vagotomy,vay-GOT-oh-mee,veɪˈɡɑtəmi,clinical,HELPS
epithelium,eh-pih-THEE-lee-um,ˌɛpəˈθiliəm,anatomical,HURTS
endothelium,en-doh-THEE-lee-um,ˌɛndoʊˈθiliəm,anatomical,WASH
mesothelium,meh-zoh-THEE-lee-um,ˌmɛzoʊˈθiliəm,anatomical,HURTS
stratum corneum,STRAY-tum KOR-nee-um,ˈstreɪtəm ˈkɔrniəm,anatomical,HURTS
dermis,DER-mis,ˈdɜrmɪs,anatomical,WASH
epidermis,eh-pih-DER-mis,ˌɛpɪˈdɜrmɪs,anatomical,HURTS
hypodermis,hy-poh-DER-mis,ˌhaɪpoʊˈdɜrmɪs,anatomical,HURTS
subcutaneous,sub-kyoo-TAY-nee-us,ˌsʌbkjuˈteɪniəs,anatomical,HURTS
fascia,FAH-shah,ˈfæʃiə,anatomical,WASH
ligament,LIH-gah-ment,ˈlɪɡəmənt,anatomical,WASH
tendon,TEN-dun,ˈtɛndən,anatomical,WASH
aponeurosis,ap-oh-noo-ROH-sis,ˌæpənʊˈroʊsɪs,anatomical,HURTS
bursa,BER-sah,ˈbɜrsə,anatomical,WASH
meniscus,meh-NIS-kus,məˈnɪskəs,anatomical,WASH
cartilage,KAR-tih-lij,ˈkɑrtəlɪdʒ,anatomical,HURTS
periosteum,per-ee-OS-tee-um,ˌpɛriˈɑstiəm,anatomical,HURTS
endosteum,en-DOS-tee-um,ɛnˈdɑstiəm,anatomical,WASH
diaphysis,dy-AF-ih-sis,daɪˈæfəsɪs,anatomical,HURTS
epiphysis,eh-PIF-ih-sis,ɪˈpɪfəsɪs,anatomical,WASH
metaphysis,meh-TAF-ih-sis,məˈtæfəsɪs,anatomical,WASH
physis,FY-sis,ˈfɪsɪs,anatomical,HURTS
symphysis,SIM-fih-sis,ˈsɪmfəsɪs,anatomical,WASH
synovium,sih-NOH-vee-um,sɪˈnoʊviəm,anatomical,HURTS
synovia,sih-NOH-vee-ah,sɪˈnoʊviə,anatomical,HURTS
sutura,soo-TOO-rah,suˈtʊrə,anatomical,HURTS
fontanelle,fon-tah-NEL,ˌfɑntəˈnɛl,anatomical,WASH
myocardium,my-oh-KAR-dee-um,ˌmaɪoʊˈkɑrdiəm,anatomical,HURTS
epicardium,eh-pih-KAR-dee-um,ˌɛpɪˈkɑrdiəm,anatomical,HURTS
pericardium,per-ih-KAR-dee-um,ˌpɛrɪˈkɑrdiəm,anatomical,WASH
endocardium,en-doh-KAR-dee-um,ˌɛndoʊˈkɑrdiəm,anatomical,HURTS
intima,IN-tih-mah,ˈɪntɪmə,anatomical,HURTS
media,MEH-dee-ah,ˈmiːdiə,anatomical,WASH
adventitia,ad-ven-TISH-ah,ˌædvɛnˈtɪʃə,anatomical,HURTS
tunica,TOO-nih-kah,ˈtuːnɪkə,anatomical,HURTS
parenchyma,pah-REN-kih-mah,pəˈrɛŋkɪmə,anatomical,HURTS
stroma,STROH-mah,ˈstroʊmə,anatomical,WASH
septum,SEP-tum,ˈsɛptəm,anatomical,WASH
septa,SEP-tah,ˈsɛptə,anatomical,WASH
trabecula,trah-BEK-yoo-lah,trəˈbɛkjələ,anatomical,WASH
hilum,HY-lum,ˈhaɪləm,anatomical,HURTS
hilus,HY-lus,ˈhaɪləs,anatomical,HURTS
sulcus,SUL-kus,ˈsʌlkəs,anatomical,WASH
gyrus,JY-rus,ˈdʒaɪrəs,anatomical,WASH
cortex,KOR-teks,ˈkɔrtɛks,anatomical,WASH
medulla,meh-DOOL-ah,məˈdʌlə,anatomical,HURTS
capsule,KAP-sool,ˈkæpsəl,anatomical,WASH
lobe,LOHB,lˈoʊb,anatomical,WASH
lobule,LOB-yool,ˈlɑbjul,anatomical,WASH
acinus,AS-ih-nus,ˈæsɪnəs,anatomical,HURTS
alveolus,al-VEE-oh-lus,ælˈviələs,anatomical,WASH
glomerulus,gloh-MER-yoo-lus,ɡloʊˈmɛrjələs,anatomical,WASH
nephron,NEF-ron,ˈnɛfrɑn,anatomical,WASH
tubule,TOOB-yool,ˈtubjul,anatomical,WASH
ductule,DUK-tool,ˈdʌktʃul,anatomical,WASH
ductus,DUK-tus,ˈdʌktəs,anatomical,WASH
vas deferens,vas DEF-er-enz,vˈæs dɛfərɛnz,anatomical,HURTS
epididymis,ep-ih-DID-ih-mis,ˌɛpɪˈdɪdɪmɪs,anatomical,WASH
fimbria,FIM-bree-ah,ˈfɪmbriə,anatomical,WASH
fornix,FOR-niks,ˈfɔrnɪks,anatomical,HELPS
mesentery,MEZ-en-ter-ee,ˈmɛzənˌtɛri,anatomical,WASH
omentum,oh-MEN-tum,oʊˈmɛntəm,anatomical,WASH
peritoneum,per-ih-toh-NEE-um,ˌpɛrɪtəˈniəm,anatomical,HURTS
retroperitoneum,REH-troh-per-ih-toh-NEE-um,ˌrɛtroʊˌpɛrɪtəˈniəm,anatomical,HURTS
mesocolon,MEZ-oh-KOH-lon,ˌmɛzəˈkoʊlən,anatomical,WASH
haustra,HAW-strah,ˈhɔstrə,anatomical,HURTS
plicae,PLY-see,ˈplaɪsi,anatomical,WASH
rugae,ROO-jee,ˈrudiʒi,anatomical,HURTS
villi,VIL-eye,ˈvɪlaɪ,anatomical,WASH
microvilli,MY-kroh-VIL-eye,ˌmaɪkroʊˈvɪlaɪ,anatomical,WASH
cryptae,KRIP-tee,ˈkrɪpti,anatomical,HELPS
pylorus,py-LOR-us,paɪˈlɔrəs,anatomical,WASH
cardia,KAR-dee-ah,ˈkɑrdiə,anatomical,HURTS
fundus,FUN-dus,ˈfʌndəs,anatomical,WASH
antrum,AN-trum,ˈæntrəm,anatomical,WASH
duodenum,doo-oh-DEE-num,ˌduəˈdinəm,anatomical,WASH
jejunum,jeh-JOO-num,dʒəˈdʒunəm,anatomical,HURTS
ileum,IL-ee-um,ˈɪliəm,anatomical,HURTS
cecum,SEE-kum,ˈsikəm,anatomical,WASH
vermiform,VER-mih-form,ˈvɜrmɪfɔrm,anatomical,WASH
appendix,ah-PEN-diks,əˈpɛndɪks,anatomical,WASH
sigmoid,SIG-moyd,ˈsɪɡmɔɪd,anatomical,WASH
rectum,REK-tum,ˈrɛktəm,anatomical,WASH
anus,AY-nus,ˈeɪnəs,anatomical,HURTS
sphincter,SFINK-ter,ˈsfɪŋktər,anatomical,HURTS
papilla,pah-PIL-ah,pəˈpɪlə,anatomical,WASH
ampulla,am-POOL-ah,æmˈpʊlə,anatomical,WASH
cholecyst,KOH-leh-sist,ˈkoʊləsɪst,anatomical,HELPS
choledochus,koh-LED-oh-kus,kəˈlɛdəkəs,anatomical,HURTS
pancreas,PAN-kree-as,ˈpæŋkriəs,anatomical,WASH
islets,EYE-lets,ˈaɪlɪts,anatomical,HELPS
acini,AS-ih-nye,ˈæsɪnaɪ,anatomical,HELPS
centrilobular,sen-trih-LOB-yoo-lar,ˌsɛntrɪˈlɑbjələr,anatomical,HELPS
periportal,per-ih-POR-tal,ˌpɛrɪˈpɔrtəl,anatomical,HURTS
sinusoids,SIN-yoo-soydz,ˈsɪnjəsɔɪdz,anatomical,HURTS
Kupffer,KOOP-fer,ˈkʊfər,anatomical,WASH
